,Training Steps,Mean Reward,Time elapsed
361,2965504,tensor(4.3750),14457.330082654953
362,2973696,tensor(5.),14500.73856663704
363,2981888,tensor(5.6250),14540.697954893112
364,2990080,tensor(4.0625),14580.838406801224
365,2998272,tensor(4.6875),14620.884239196777
366,3006464,tensor(4.3750),14662.994399547577
367,3014656,tensor(5.9375),14703.951516866684
368,3022848,tensor(5.),14746.070836544037
369,3031040,tensor(3.7500),14784.645796775818
370,3039232,tensor(3.4375),14822.757197380066
371,3047424,tensor(5.3125),14861.357714891434
372,3055616,tensor(5.),14900.199495077133
373,3063808,tensor(5.6250),14940.75889825821
374,3072000,tensor(3.1250),14980.107234954834
375,3080192,tensor(5.3125),15017.82787513733
376,3088384,tensor(4.6875),15056.898978471756
377,3096576,tensor(4.0625),15095.525171041489
378,3104768,tensor(6.5625),15135.397078037262
379,3112960,tensor(5.6250),15175.616224765778
380,3121152,tensor(3.4375),15214.13478589058
381,3129344,tensor(5.),15253.798262357712
382,3137536,tensor(4.0625),15296.03639125824
383,3145728,tensor(4.3750),15339.315330266953
384,3153920,tensor(4.6875),15378.960151672363
385,3162112,tensor(4.6875),15419.19152021408
386,3170304,tensor(4.3750),15458.462902545929
387,3178496,tensor(4.0625),15496.286612510681
388,3186688,tensor(3.1250),15535.483409881592
389,3194880,tensor(3.7500),15573.768530130386
390,3203072,tensor(4.6875),15612.490832805634
391,3211264,tensor(3.4375),15651.14133644104
392,3219456,tensor(3.7500),15690.271287441254
393,3227648,tensor(6.5625),15728.650515794754
394,3235840,tensor(5.9375),15767.496644496918
395,3244032,tensor(6.2500),15806.765021800995
396,3252224,tensor(5.9375),15845.914463996887
397,3260416,tensor(5.),15884.205330848694
398,3268608,tensor(4.0625),15927.410503149033
399,3276800,tensor(4.6875),15966.920734167099
400,3284992,tensor(4.6875),16005.35602593422
401,3293184,tensor(3.7500),16044.549710988998
402,3301376,tensor(3.4375),16082.132779121399
403,3309568,tensor(5.),16119.883138895035
404,3317760,tensor(4.0625),16160.097925424576
405,3325952,tensor(3.1250),16201.159268379211
406,3334144,tensor(3.4375),16242.97786641121
407,3342336,tensor(3.7500),16281.897259950638
408,3350528,tensor(4.6875),16320.210795640945
409,3358720,tensor(4.6875),16358.627346754074
410,3366912,tensor(4.0625),16397.5589697361
411,3375104,tensor(3.7500),16436.38182425499
412,3383296,tensor(5.),16475.483396291733
413,3391488,tensor(5.),16514.984946250916
414,3399680,tensor(3.7500),16558.084949970245
415,3407872,tensor(4.6875),16596.912472486496
416,3416064,tensor(4.0625),16634.732421875
417,3424256,tensor(5.),16672.768834114075
418,3432448,tensor(6.8750),16711.335816144943
419,3440640,tensor(5.),16750.75641322136
420,3448832,tensor(6.5625),16789.813464403152
421,3457024,tensor(5.3125),16828.378459215164
422,3465216,tensor(2.5000),16867.820531368256
423,3473408,tensor(3.4375),16906.720422029495
424,3481600,tensor(5.3125),16946.793354272842
425,3489792,tensor(4.3750),16987.853252887726
426,3497984,tensor(4.3750),17028.17387986183
427,3506176,tensor(6.2500),17072.375899791718
428,3514368,tensor(5.),17111.36425423622
429,3522560,tensor(2.8125),17150.876167058945
430,3530752,tensor(5.9375),17192.21737217903
431,3538944,tensor(4.0625),17230.595358610153
432,3547136,tensor(4.3750),17267.683501005173
433,3555328,tensor(4.0625),17305.54027891159
434,3563520,tensor(4.0625),17343.64718556404
435,3571712,tensor(5.6250),17381.8157351017
436,3579904,tensor(4.0625),17420.360592126846
437,3588096,tensor(3.7500),17460.221691846848
438,3596288,tensor(5.9375),17498.8450756073
439,3604480,tensor(4.0625),17537.304751634598
440,3612672,tensor(6.2500),17579.166239738464
441,3620864,tensor(6.5625),17618.339432239532
442,3629056,tensor(5.3125),17658.773925065994
443,3637248,tensor(2.1875),17698.666647434235
444,3645440,tensor(5.),17737.269253253937
445,3653632,tensor(5.3125),17779.927038669586
446,3661824,tensor(3.4375),17820.446645736694
447,3670016,tensor(4.0625),17863.30089521408
448,3678208,tensor(5.3125),17904.672519683838
449,3686400,tensor(5.),17944.957902669907
450,3694592,tensor(5.),17983.479404449463
451,3702784,tensor(4.0625),18022.38312649727
452,3710976,tensor(6.5625),18060.331140756607
453,3719168,tensor(4.6875),18098.419861793518
454,3727360,tensor(5.6250),18137.59859251976
455,3735552,tensor(4.0625),18175.558150053024
456,3743744,tensor(5.9375),18214.491209983826
457,3751936,tensor(4.3750),18254.841710805893
458,3760128,tensor(5.),18293.437159061432
459,3768320,tensor(4.0625),18333.72853088379
460,3776512,tensor(3.4375),18371.718991994858
461,3784704,tensor(5.3125),18410.79625749588
462,3792896,tensor(6.5625),18450.283794403076
463,3801088,tensor(6.2500),18488.563306570053
464,3809280,tensor(5.6250),18527.346729040146
465,3817472,tensor(5.3125),18566.09387946129
466,3825664,tensor(6.5625),18604.948163986206
467,3833856,tensor(5.3125),18645.35498023033
468,3842048,tensor(3.7500),18684.19261288643
469,3850240,tensor(5.),18723.271615743637
470,3858432,tensor(5.),18762.774846315384
471,3866624,tensor(4.0625),18800.35135626793
472,3874816,tensor(5.6250),18841.529124736786
473,3883008,tensor(4.3750),18880.463161706924
474,3891200,tensor(4.3750),18921.196772813797
475,3899392,tensor(6.8750),18961.659161806107
476,3907584,tensor(5.3125),18999.608460187912
477,3915776,tensor(5.3125),19040.964618206024
478,3923968,tensor(5.3125),19080.997425317764
479,3932160,tensor(4.3750),19120.747956752777
480,3940352,tensor(3.7500),19161.060650110245
481,3948544,tensor(8.7500),19200.5816719532
482,3956736,tensor(5.3125),19242.445591926575
483,3964928,tensor(5.3125),19280.97816681862
484,3973120,tensor(4.3750),19318.6916308403
485,3981312,tensor(3.4375),19358.219381570816
486,3989504,tensor(4.0625),19396.387711286545
487,3997696,tensor(5.),19436.743653059006
488,4005888,tensor(5.9375),19479.4155356884
489,4014080,tensor(3.4375),19519.99660730362
490,4022272,tensor(4.0625),19560.003356695175
491,4030464,tensor(4.6875),19605.096586227417
492,4038656,tensor(5.6250),19650.29928803444
493,4046848,tensor(4.0625),19688.33097434044
